Total Activity,Cw,sCw,Cs,sCs
12669.47692,121.1629975,7.857845082,45.94466091,65.2640864
25338.95385,229.5811841,2.116748234,197.7425724,17.58085558
38008.43077,295.5748628,10.29801112,701.9013046,85.53111962
50677.9077,428.3478594,6.533010095,651.4180043,54.26054228
