pH,Ra,fSorb,k2,k1,totRa,sites
4.8,5.9404096938e-10,0.00645430777722,-5.67,2.6,5.979e-10,0.0065
4.9,5.93052410072e-10,0.00810769347383,-5.67,2.6,5.979e-10,0.0065
5.0,5.91814368478e-10,0.0101783434053,-5.67,2.6,5.979e-10,0.0065
5.1,5.902659464e-10,0.0127681110554,-5.67,2.6,5.979e-10,0.0065
5.2,5.88332550426e-10,0.016001755434,-5.67,2.6,5.979e-10,0.0065
5.3,5.85923482156e-10,0.0200309714735,-5.67,2.6,5.979e-10,0.0065
5.4,5.82929465682e-10,0.0250385253688,-5.67,2.6,5.979e-10,0.0065
5.5,5.79220404909e-10,0.0312420055043,-5.67,2.6,5.979e-10,0.0065
5.6,5.74643763162e-10,0.0388965325941,-5.67,2.6,5.979e-10,0.0065
5.7,5.6902420876e-10,0.048295352467,-5.67,2.6,5.979e-10,0.0065
5.8,5.62165410162e-10,0.0597668336478,-5.67,2.6,5.979e-10,0.0065
5.9,5.53855115359e-10,0.0736659719702,-5.67,2.6,5.979e-10,0.0065
6.0,5.43874805102e-10,0.0903582453554,-5.67,2.6,5.979e-10,0.0065
6.1,5.32015115164e-10,0.110193819763,-5.67,2.6,5.979e-10,0.0065
6.2,5.18097666205e-10,0.133471038292,-5.67,2.6,5.979e-10,0.0065
6.3,5.02002707698e-10,0.160390186155,-5.67,2.6,5.979e-10,0.0065
6.4,4.8369999755e-10,0.19100184387,-5.67,2.6,5.979e-10,0.0065
6.5,4.63277867386e-10,0.225158274986,-5.67,2.6,5.979e-10,0.0065
6.6,4.40963250705e-10,0.262479928575,-5.67,2.6,5.979e-10,0.0065
6.7,4.17124821859e-10,0.302350189231,-5.67,2.6,5.979e-10,0.0065
6.8,3.92253506976e-10,0.343947972945,-5.67,2.6,5.979e-10,0.0065
6.9,3.66919756615e-10,0.386319189471,-5.67,2.6,5.979e-10,0.0065
7.0,3.41713754037e-10,0.428476745213,-5.67,2.6,5.979e-10,0.0065
7.1,3.17180422558e-10,0.46950924476,-5.67,2.6,5.979e-10,0.0065
7.2,2.93762973691e-10,0.508675407776,-5.67,2.6,5.979e-10,0.0065
7.3,2.71765854867e-10,0.545466039694,-5.67,2.6,5.979e-10,0.0065
7.4,2.51341770949e-10,0.579625738503,-5.67,2.6,5.979e-10,0.0065
7.5,2.32500814987e-10,0.61113762337,-5.67,2.6,5.979e-10,0.0065
7.6,2.15135046883e-10,0.64018222632,-5.67,2.6,5.979e-10,0.0065
7.7,1.99049721845e-10,0.667085262009,-5.67,2.6,5.979e-10,0.0065
7.8,1.83991133692e-10,0.692271059221,-5.67,2.6,5.979e-10,0.0065
7.9,1.69654685081e-10,0.716249063253,-5.67,2.6,5.979e-10,0.0065
8.0,1.55611169893e-10,0.739737130134,-5.67,2.6,5.979e-10,0.0065
8.1,1.40203806132e-10,0.765506261696,-5.67,2.6,5.979e-10,0.0065
8.2,1.345401661e-10,0.774978815688,-5.67,2.6,5.979e-10,0.0065
8.3,1.27366914087e-10,0.786976226648,-5.67,2.6,5.979e-10,0.0065
8.4,1.19877647948e-10,0.799502177709,-5.67,2.6,5.979e-10,0.0065
8.5,1.12482996054e-10,0.811869884506,-5.67,2.6,5.979e-10,0.0065
8.6,1.05400799382e-10,0.823715003542,-5.67,2.6,5.979e-10,0.0065
8.7,9.87799717324e-11,0.834788473436,-5.67,2.6,5.979e-10,0.0065
8.8,9.27229066576e-11,0.844919038873,-5.67,2.6,5.979e-10,0.0065
8.9,8.72905573796e-11,0.854004754341,-5.67,2.6,5.979e-10,0.0065
9.0,8.25061490779e-11,0.86200677525,-5.67,2.6,5.979e-10,0.0065
9.1,7.83608969346e-11,0.868939794389,-5.67,2.6,5.979e-10,0.0065
9.2,7.48214836638e-11,0.874859535602,-5.67,2.6,5.979e-10,0.0065
9.3,7.18380705923e-11,0.879849355089,-5.67,2.6,5.979e-10,0.0065
9.4,6.93516844812e-11,0.884007886802,-5.67,2.6,5.979e-10,0.0065
9.5,6.73002605368e-11,0.887438935379,-5.67,2.6,5.979e-10,0.0065
9.6,6.56230835969e-11,0.890244048174,-5.67,2.6,5.979e-10,0.0065
9.7,6.42637057121e-11,0.892517635538,-5.67,2.6,5.979e-10,0.0065
9.8,6.31716016873e-11,0.894344201894,-5.67,2.6,5.979e-10,0.0065
9.9,6.2302885064e-11,0.895797148246,-5.67,2.6,5.979e-10,0.0065
10.0,6.16203912885e-11,0.896938633068,-5.67,2.6,5.979e-10,0.0065
2.0,5.97895484071e-10,7.55298377652e-06,-5.67,2.6,5.979e-10,0.006
2.1,5.97894101394e-10,9.86553938785e-06,-5.67,2.6,5.979e-10,0.006
2.2,5.97892331101e-10,1.28263907006e-05,-5.67,2.6,5.979e-10,0.006
2.3,5.97890071367e-10,1.66058421142e-05,-5.67,2.6,5.979e-10,0.006
2.4,5.97887194702e-10,2.14171232647e-05,-5.67,2.6,5.979e-10,0.006
2.5,5.97883541494e-10,2.7527188493e-05,-5.67,2.6,5.979e-10,0.006
2.6,5.97878911577e-10,3.5270819535e-05,-5.67,2.6,5.979e-10,0.006
2.7,5.9787305367e-10,4.50682890116e-05,-5.67,2.6,5.979e-10,0.006
2.8,5.97865652014e-10,5.74477103194e-05,-5.67,2.6,5.979e-10,0.006
2.9,5.97856309531e-10,7.30732045492e-05,-5.67,2.6,5.979e-10,0.006
3.0,5.9784452662e-10,9.27803646094e-05,-5.67,2.6,5.979e-10,0.006
3.1,5.978296745e-10,0.000117620839605,-5.67,2.6,5.979e-10,0.006
3.2,5.97810961709e-10,0.000148918365947,-5.67,2.6,5.979e-10,0.006
3.3,5.97787391997e-10,0.000188339192173,-5.67,2.6,5.979e-10,0.006
3.4,5.97757711434e-10,0.000237980541897,-5.67,2.6,5.979e-10,0.006
3.5,5.97720341961e-10,0.000300481751129,-5.67,2.6,5.979e-10,0.006
3.6,5.97673297929e-10,0.000379163858505,-5.67,2.6,5.979e-10,0.006
3.7,5.97614081323e-10,0.000478204845292,-5.67,2.6,5.979e-10,0.006
3.8,5.97539550312e-10,0.000602859488209,-5.67,2.6,5.979e-10,0.006
3.9,5.97445754441e-10,0.000759735004181,-5.67,2.6,5.979e-10,0.006
4.0,5.97327728263e-10,0.000957136205051,-5.67,2.6,5.979e-10,0.006
4.1,5.97179233244e-10,0.00120549716675,-5.67,2.6,5.979e-10,0.006
4.2,5.9699243558e-10,0.00151792008697,-5.67,2.6,5.979e-10,0.006
4.3,5.96757504872e-10,0.00191084650945,-5.67,2.6,5.979e-10,0.006
4.4,5.96462115674e-10,0.00240489099515,-5.67,2.6,5.979e-10,0.006
4.5,5.96090830624e-10,0.0030258728483,-5.67,2.6,5.979e-10,0.006
4.6,5.9562434059e-10,0.00380608698779,-5.67,2.6,5.979e-10,0.006
4.7,5.95038534286e-10,0.00478586003345,-5.67,2.6,5.979e-10,0.006
4.8,5.94303367943e-10,0.00601544080448,-5.67,2.6,5.979e-10,0.006
4.9,5.93381506018e-10,0.0075572737615,-5.67,2.6,5.979e-10,0.006
5.0,5.922267086e-10,0.00948869610303,-5.67,2.6,5.979e-10,0.006
5.1,5.90781953084e-10,0.0119050793042,-5.67,2.6,5.979e-10,0.006
5.2,5.88977299333e-10,0.0149233996772,-5.67,2.6,5.979e-10,0.006
5.3,5.86727562626e-10,0.0186861304131,-5.67,2.6,5.979e-10,0.006
5.4,5.83929885476e-10,0.0233653027663,-5.67,2.6,5.979e-10,0.006
5.5,5.80461470652e-10,0.0291662976217,-5.67,2.6,5.979e-10,0.006
5.6,5.76177818013e-10,0.0363307944255,-5.67,2.6,5.979e-10,0.006
5.7,5.70912047024e-10,0.0451379042917,-5.67,2.6,5.979e-10,0.006
5.8,5.64476113834e-10,0.0559021344138,-5.67,2.6,5.979e-10,0.006
5.9,5.56664983096e-10,0.0689664106105,-5.67,2.6,5.979e-10,0.006
6.0,5.47264995377e-10,0.084688082661,-5.67,2.6,5.979e-10,0.006
6.1,5.36067645164e-10,0.103415880308,-5.67,2.6,5.979e-10,0.006
6.2,5.22889553708e-10,0.125456508266,-5.67,2.6,5.979e-10,0.006
6.3,5.07598369047e-10,0.151031327903,-5.67,2.6,5.979e-10,0.006
6.4,4.90142534547e-10,0.180226568746,-5.67,2.6,5.979e-10,0.006
6.5,4.70580509372e-10,0.212944456645,-5.67,2.6,5.979e-10,0.006
6.6,4.49102754419e-10,0.248866441848,-5.67,2.6,5.979e-10,0.006
6.7,4.26038761376e-10,0.287441442756,-5.67,2.6,5.979e-10,0.006
6.8,4.01842843091e-10,0.327909611823,-5.67,2.6,5.979e-10,0.006
6.9,3.77056848729e-10,0.369364695218,-5.67,2.6,5.979e-10,0.006
7.0,3.52254442245e-10,0.410847228224,-5.67,2.6,5.979e-10,0.006
7.1,3.27977604678e-10,0.451450736448,-5.67,2.6,5.979e-10,0.006
7.2,3.04678782828e-10,0.490418493347,-5.67,2.6,5.979e-10,0.006
7.3,2.82680219161e-10,0.527211541795,-5.67,2.6,5.979e-10,0.006
7.4,2.62156425018e-10,0.561538007998,-5.67,2.6,5.979e-10,0.006
7.5,2.43139129704e-10,0.593344824044,-5.67,2.6,5.979e-10,0.006
7.6,2.25538891639e-10,0.622781582808,-5.67,2.6,5.979e-10,0.006
7.7,2.0917483776e-10,0.650150798194,-5.67,2.6,5.979e-10,0.006
7.8,1.93802306615e-10,0.675861671492,-5.67,2.6,5.979e-10,0.006
7.9,1.79121565706e-10,0.700415511447,-5.67,2.6,5.979e-10,0.006
8.0,1.64704913293e-10,0.724527657981,-5.67,2.6,5.979e-10,0.006
8.1,1.48891384848e-10,0.750976108299,-5.67,2.6,5.979e-10,0.006
8.2,1.42838669252e-10,0.761099399144,-5.67,2.6,5.979e-10,0.006
8.3,1.35248070602e-10,0.773794830905,-5.67,2.6,5.979e-10,0.006
8.4,1.27347059771e-10,0.787009433399,-5.67,2.6,5.979e-10,0.006
8.5,1.19548032694e-10,0.800053465974,-5.67,2.6,5.979e-10,0.006
8.6,1.12074338457e-10,0.812553372709,-5.67,2.6,5.979e-10,0.006
8.7,1.05081359934e-10,0.824249272564,-5.67,2.6,5.979e-10,0.006
8.8,9.86775623989e-11,0.834959755145,-5.67,2.6,5.979e-10,0.006
8.9,9.2928678531e-11,0.844574881199,-5.67,2.6,5.979e-10,0.006
9.0,8.78609410549e-11,0.853050775958,-5.67,2.6,5.979e-10,0.006
9.1,8.34667066293e-11,0.860400223065,-5.67,2.6,5.979e-10,0.006
9.2,7.97121347399e-11,0.866679821475,-5.67,2.6,5.979e-10,0.006
9.3,7.65455725608e-11,0.871975961598,-5.67,2.6,5.979e-10,0.006
9.4,7.3905371546e-11,0.876391751888,-5.67,2.6,5.979e-10,0.006
9.5,7.17263315969e-11,0.880036240848,-5.67,2.6,5.979e-10,0.006
9.6,6.99444683278e-11,0.883016443673,-5.67,2.6,5.979e-10,0.006
9.7,6.85001669442e-11,0.885432067329,-5.67,2.6,5.979e-10,0.006
9.8,6.73399901979e-11,0.887372486707,-5.67,2.6,5.979e-10,0.006
9.9,6.64174789593e-11,0.888915405654,-5.67,2.6,5.979e-10,0.006
10.0,6.56932709148e-11,0.890126658447,-5.67,2.6,5.979e-10,0.006
2.0,5.97895844022e-10,6.95095835431e-06,-5.67,2.6,5.979e-10,0.0055
2.1,5.97894569073e-10,9.08333667839e-06,-5.67,2.6,5.979e-10,0.0055
2.2,5.97892935793e-10,1.18150309416e-05,-5.67,2.6,5.979e-10,0.0055
2.3,5.97890850056e-10,1.53034688075e-05,-5.67,2.6,5.979e-10,0.0055
2.4,5.97888193475e-10,1.9746654959e-05,-5.67,2.6,5.979e-10,0.0055
2.5,5.97884818232e-10,2.53918180298e-05,-5.67,2.6,5.979e-10,0.0055
2.6,5.97880538892e-10,3.25491018565e-05,-5.67,2.6,5.979e-10,0.0055
2.7,5.97875122718e-10,4.16077638399e-05,-5.67,2.6,5.979e-10,0.0055
2.8,5.97868277316e-10,5.30568389363e-05,-5.67,2.6,5.979e-10,0.0055
2.9,5.97859635054e-10,6.75111991972e-05,-5.67,2.6,5.979e-10,0.0055
3.0,5.97848733438e-10,8.57443753135e-05,-5.67,2.6,5.979e-10,0.0055
3.1,5.97834990438e-10,0.000108729824385,-5.67,2.6,5.979e-10,0.0055
3.2,5.97817673457e-10,0.000137692829905,-5.67,2.6,5.979e-10,0.0055
3.3,5.97795860353e-10,0.00017417569326,-5.67,2.6,5.979e-10,0.0055
3.4,5.97768390454e-10,0.000220119662151,-5.67,2.6,5.979e-10,0.0055
3.5,5.97733803018e-10,0.000277967857501,-5.67,2.6,5.979e-10,0.0055
3.6,5.97690259948e-10,0.000350794534203,-5.67,2.6,5.979e-10,0.0055
3.7,5.97635448745e-10,0.000442467394213,-5.67,2.6,5.979e-10,0.0055
3.8,5.9756646073e-10,0.000557851262753,-5.67,2.6,5.979e-10,0.0055
3.9,5.97479638358e-10,0.000703063458772,-5.67,2.6,5.979e-10,0.0055
4.0,5.97370383948e-10,0.000885793697943,-5.67,2.6,5.979e-10,0.0055
4.1,5.97232920408e-10,0.001115704285,-5.67,2.6,5.979e-10,0.0055
4.2,5.97059992408e-10,0.00140492990801,-5.67,2.6,5.979e-10,0.0055
4.3,5.96842493942e-10,0.00176870054859,-5.67,2.6,5.979e-10,0.0055
4.4,5.96569005425e-10,0.0022261156966,-5.67,2.6,5.979e-10,0.0055
4.5,5.96225220303e-10,0.00280110335675,-5.67,2.6,5.979e-10,0.0055
4.6,5.95793237934e-10,0.00352360271952,-5.67,2.6,5.979e-10,0.0055
4.7,5.95250696462e-10,0.00443101444723,-5.67,2.6,5.979e-10,0.0055
4.8,5.94569717284e-10,0.00556996607459,-5.67,2.6,5.979e-10,0.0055
4.9,5.93715632422e-10,0.0069984405051,-5.67,2.6,5.979e-10,0.0055
5.0,5.92645469526e-10,0.00878830987456,-5.67,2.6,5.979e-10,0.0055
5.1,5.91306178925e-10,0.0110283008446,-5.67,2.6,5.979e-10,0.0055
5.2,5.89632607045e-10,0.0138273841027,-5.67,2.6,5.979e-10,0.0055
5.3,5.87545254348e-10,0.0173185242549,-5.67,2.6,5.979e-10,0.0055
5.4,5.84947929696e-10,0.0216626029503,-5.67,2.6,5.979e-10,0.0055
5.5,5.81725461226e-10,0.0270522474895,-5.67,2.6,5.979e-10,0.0055
5.6,5.77741830568e-10,0.0337149513832,-5.67,2.6,5.979e-10,0.0055
5.7,5.72839206387e-10,0.0419146907727,-5.67,2.6,5.979e-10,0.0055
5.8,5.66838623612e-10,0.0519507884061,-5.67,2.6,5.979e-10,0.0055
5.9,5.59543285368e-10,0.0641523910888,-5.67,2.6,5.979e-10,0.0055
6.0,5.50745666451e-10,0.0788665889764,-5.67,2.6,5.979e-10,0.0055
6.1,5.40239631286e-10,0.0964381480415,-5.67,2.6,5.979e-10,0.0055
6.2,5.27838466352e-10,0.117179350473,-5.67,2.6,5.979e-10,0.0055
6.3,5.13398853668e-10,0.141329898532,-5.67,2.6,5.979e-10,0.0055
6.4,4.96849228586e-10,0.169009485556,-5.67,2.6,5.979e-10,0.0055
6.5,4.78218758525e-10,0.200169328441,-5.67,2.6,5.979e-10,0.0055
6.6,4.57660872081e-10,0.234552814717,-5.67,2.6,5.979e-10,0.0055
6.7,4.35463885337e-10,0.271677729826,-5.67,2.6,5.979e-10,0.0055
6.8,4.12042058167e-10,0.310851215643,-5.67,2.6,5.979e-10,0.0055
6.9,3.87904112451e-10,0.3512224244,-5.67,2.6,5.979e-10,0.0055
7.0,3.63602270042e-10,0.391867753735,-5.67,2.6,5.979e-10,0.0055
7.1,3.39671071687e-10,0.431893173295,-5.67,2.6,5.979e-10,0.0055
7.2,3.16568814977e-10,0.47053217097,-5.67,2.6,5.979e-10,0.0055
7.3,2.94633618081e-10,0.507219237195,-5.67,2.6,5.979e-10,0.0055
7.4,2.74061306506e-10,0.541626849798,-5.67,2.6,5.979e-10,0.0055
7.5,2.5490584845e-10,0.573664745861,-5.67,2.6,5.979e-10,0.0055
7.6,2.37097541094e-10,0.603449504777,-5.67,2.6,5.979e-10,0.0055
7.7,2.20470834668e-10,0.631258011928,-5.67,2.6,5.979e-10,0.0055
7.8,2.04791479718e-10,0.657482054327,-5.67,2.6,5.979e-10,0.0055
7.9,1.89765779664e-10,0.682612845519,-5.67,2.6,5.979e-10,0.0055
8.0,1.74968700905e-10,0.707361262912,-5.67,2.6,5.979e-10,0.0055
8.1,1.58738936389e-10,0.734505876586,-5.67,2.6,5.979e-10,0.0055
8.2,1.52261613652e-10,0.745339331574,-5.67,2.6,5.979e-10,0.0055
8.3,1.44214918197e-10,0.758797594586,-5.67,2.6,5.979e-10,0.0055
8.4,1.35862880562e-10,0.77276654865,-5.67,2.6,5.979e-10,0.0055
8.5,1.27618953536e-10,0.786554685506,-5.67,2.6,5.979e-10,0.0055
8.6,1.19712468715e-10,0.79977844336,-5.67,2.6,5.979e-10,0.0055
8.7,1.12306175785e-10,0.812165620028,-5.67,2.6,5.979e-10,0.0055
8.8,1.05515640828e-10,0.823522928871,-5.67,2.6,5.979e-10,0.0055
8.9,9.94123447048e-11,0.833730816684,-5.67,2.6,5.979e-10,0.0055
9.0,9.40263079776e-11,0.842739073461,-5.67,2.6,5.979e-10,0.0055
9.1,8.93515552698e-11,0.850557693143,-5.67,2.6,5.979e-10,0.0055
9.2,8.53539863029e-11,0.857243709144,-5.67,2.6,5.979e-10,0.0055
9.3,8.19801660586e-11,0.862886492627,-5.67,2.6,5.979e-10,0.0055
9.4,7.91656246641e-11,0.867593870774,-5.67,2.6,5.979e-10,0.0055
9.5,7.68417618892e-11,0.871480578877,-5.67,2.6,5.979e-10,0.0055
9.6,7.49409942844e-11,0.87465965164,-5.67,2.6,5.979e-10,0.0055
9.7,7.34001882614e-11,0.877236681282,-5.67,2.6,5.979e-10,0.0055
9.8,7.21626512014e-11,0.87930648737,-5.67,2.6,5.979e-10,0.0055
9.9,7.11790364189e-11,0.880951603247,-5.67,2.6,5.979e-10,0.0055
10.0,7.0407508597e-11,0.882241999336,-5.67,2.6,5.979e-10,0.0055
2.0,5.97896206676e-10,6.34441210903e-06,-5.67,2.6,5.979e-10,0.005
2.1,5.9789504065e-10,8.29461448402e-06,-5.67,2.6,5.979e-10,0.005
2.2,5.97893546192e-10,1.0794126108e-05,-5.67,2.6,5.979e-10,0.005
2.3,5.9789163649e-10,1.39881418296e-05,-5.67,2.6,5.979e-10,0.005
2.4,5.97889202932e-10,1.80583174444e-05,-5.67,2.6,5.979e-10,0.005
2.5,5.97886109513e-10,2.32321241009e-05,-5.67,2.6,5.979e-10,0.005
2.6,5.97882185756e-10,2.97946880749e-05,-5.67,2.6,5.979e-10,0.005
2.7,5.97877217748e-10,3.81037832413e-05,-5.67,2.6,5.979e-10,0.005
2.8,5.97870936807e-10,4.86087857501e-05,-5.67,2.6,5.979e-10,0.005
2.9,5.97863005178e-10,6.18745977587e-05,-5.67,2.6,5.979e-10,0.005
3.0,5.97852998022e-10,7.86117711993e-05,-5.67,2.6,5.979e-10,0.005
3.1,5.97840380744e-10,9.97144271616e-05,-5.67,2.6,5.979e-10,0.005
3.2,5.97824480492e-10,0.000126307924402,-5.67,2.6,5.979e-10,0.005
3.3,5.9780445225e-10,0.000159805569493,-5.67,2.6,5.979e-10,0.005
3.4,5.97779224268e-10,0.000201999886269,-5.67,2.6,5.979e-10,0.005
3.5,5.9774746064e-10,0.000255125204884,-5.67,2.6,5.979e-10,0.005
3.6,5.9770747115e-10,0.000322008446228,-5.67,2.6,5.979e-10,0.005
3.7,5.97657131656e-10,0.000406202281318,-5.67,2.6,5.979e-10,0.005
3.8,5.97593770233e-10,0.000512175559458,-5.67,2.6,5.979e-10,0.005
3.9,5.97514026804e-10,0.000645548078274,-5.67,2.6,5.979e-10,0.005
4.0,5.97413677245e-10,0.000813384771701,-5.67,2.6,5.979e-10,0.005
4.1,5.97287413271e-10,0.00102456385516,-5.67,2.6,5.979e-10,0.005
4.2,5.97128567415e-10,0.00129023680381,-5.67,2.6,5.979e-10,0.005
4.3,5.96928770071e-10,0.00162440195518,-5.67,2.6,5.979e-10,0.005
4.4,5.96677522928e-10,0.00204461794949,-5.67,2.6,5.979e-10,0.005
4.5,5.96361670102e-10,0.00257288827229,-5.67,2.6,5.979e-10,0.005
4.6,5.95964745158e-10,0.00323675337347,-5.67,2.6,5.979e-10,0.005
4.7,5.95466169175e-10,0.00407063192005,-5.67,2.6,5.979e-10,0.005
4.8,5.9484027262e-10,0.00511745673189,-5.67,2.6,5.979e-10,0.005
4.9,5.9405511302e-10,0.00643065224954,-5.67,2.6,5.979e-10,0.005
5.0,5.930710626e-10,0.00807649673858,-5.67,2.6,5.979e-10,0.005
5.1,5.91839147717e-10,0.0101368996203,-5.67,2.6,5.979e-10,0.005
5.2,5.90299138378e-10,0.0127125967921,-5.67,2.6,5.979e-10,0.005
5.3,5.88377416604e-10,0.0159267158321,-5.67,2.6,5.979e-10,0.005
5.4,5.85984701351e-10,0.0199285811156,-5.67,2.6,5.979e-10,0.005
5.5,5.8301380386e-10,0.0248974680381,-5.67,2.6,5.979e-10,0.005
5.6,5.79337659663e-10,0.0310458945258,-5.67,2.6,5.979e-10,0.005
5.7,5.74808126555e-10,0.0386216314517,-5.67,2.6,5.979e-10,0.005
5.8,5.69256169981e-10,0.0479073925723,-5.67,2.6,5.979e-10,0.005
5.9,5.62494341254e-10,0.0592166896571,-5.67,2.6,5.979e-10,0.005
6.0,5.54322650237e-10,0.0728840103077,-5.67,2.6,5.979e-10,0.005
6.1,5.44539021021e-10,0.0892473306222,-5.67,2.6,5.979e-10,0.005
6.2,5.32955313959e-10,0.108621318015,-5.67,2.6,5.979e-10,0.005
6.3,5.1941919791e-10,0.13126074944,-5.67,2.6,5.979e-10,0.005
6.4,5.03840790834e-10,0.157315954451,-5.67,2.6,5.979e-10,0.005
6.5,4.86220966963e-10,0.186785470876,-5.67,2.6,5.979e-10,0.005
6.6,4.66675946906e-10,0.219474917367,-5.67,2.6,5.979e-10,0.005
6.7,4.45451129465e-10,0.2549738594,-5.67,2.6,5.979e-10,0.005
6.8,4.22917292982e-10,0.292662162599,-5.67,2.6,5.979e-10,0.005
6.9,3.99545201967e-10,0.331752463678,-5.67,2.6,5.979e-10,0.005
7.0,3.75860092179e-10,0.371366295068,-5.67,2.6,5.979e-10,0.005
7.1,3.523837159e-10,0.410631015387,-5.67,2.6,5.979e-10,0.005
7.2,3.29575911555e-10,0.448777535449,-5.67,2.6,5.979e-10,0.005
7.3,3.07787917369e-10,0.485218402126,-5.67,2.6,5.979e-10,0.005
7.4,2.87235753177e-10,0.519592317817,-5.67,2.6,5.979e-10,0.005
7.5,2.67995855787e-10,0.551771440396,-5.67,2.6,5.979e-10,0.005
7.6,2.50019360162e-10,0.581837497638,-5.67,2.6,5.979e-10,0.005
7.7,2.33157516659e-10,0.610039276369,-5.67,2.6,5.979e-10,0.005
7.8,2.17187982833e-10,0.636748648883,-5.67,2.6,5.979e-10,0.005
7.9,2.01824436551e-10,0.662444494814,-5.67,2.6,5.979e-10,0.005
8.0,1.86645950257e-10,0.687830824123,-5.67,2.6,5.979e-10,0.005
8.1,1.69996022972e-10,0.715678168637,-5.67,2.6,5.979e-10,0.005
8.2,1.63055794815e-10,0.727285842423,-5.67,2.6,5.979e-10,0.005
8.3,1.54510724508e-10,0.741577647587,-5.67,2.6,5.979e-10,0.005
8.4,1.45664312778e-10,0.756373452454,-5.67,2.6,5.979e-10,0.005
8.5,1.36930076521e-10,0.770981641544,-5.67,2.6,5.979e-10,0.005
8.6,1.28543846836e-10,0.785007782512,-5.67,2.6,5.979e-10,0.005
8.7,1.20676820318e-10,0.798165545546,-5.67,2.6,5.979e-10,0.005
8.8,1.1345294633e-10,0.810247622796,-5.67,2.6,5.979e-10,0.005
8.9,1.06950696468e-10,0.821122768911,-5.67,2.6,5.979e-10,0.005
9.0,1.01204912989e-10,0.830732709502,-5.67,2.6,5.979e-10,0.005
9.1,9.62120204456e-11,0.839083424577,-5.67,2.6,5.979e-10,0.005
9.2,9.1938066498e-11,0.84623170012,-5.67,2.6,5.979e-10,0.005
9.3,8.83279486222e-11,0.852269696233,-5.67,2.6,5.979e-10,0.005
9.4,8.53142593316e-11,0.857310153317,-5.67,2.6,5.979e-10,0.005
9.5,8.28247229669e-11,0.861473953894,-5.67,2.6,5.979e-10,0.005
9.6,8.07877899123e-11,0.864880766161,-5.67,2.6,5.979e-10,0.005
9.7,7.91364036098e-11,0.867642743586,-5.67,2.6,5.979e-10,0.005
9.8,7.78102147803e-11,0.869860821575,-5.67,2.6,5.979e-10,0.005
9.9,7.67566171134e-11,0.871622985259,-5.67,2.6,5.979e-10,0.005
10.0,7.5930974851e-11,0.873003888859,-5.67,2.6,5.979e-10,0.005
2.0,5.9789657215e-10,5.73314935606e-06,-5.67,2.6,5.979e-10,0.0045
2.1,5.97895516284e-10,7.49910687393e-06,-5.67,2.6,5.979e-10,0.0045
2.2,5.97894162261e-10,9.76373808326e-06,-5.67,2.6,5.979e-10,0.0045
2.3,5.97892431e-10,1.26593075765e-05,-5.67,2.6,5.979e-10,0.0045
2.4,5.97890223554e-10,1.63513062385e-05,-5.67,2.6,5.979e-10,0.0045
2.5,5.97887416033e-10,2.10469426324e-05,-5.67,2.6,5.979e-10,0.0045
2.6,5.97883853167e-10,2.70059090149e-05,-5.67,2.6,5.979e-10,0.0045
2.7,5.97879340171e-10,3.45539872888e-05,-5.67,2.6,5.979e-10,0.0045
2.8,5.97873632444e-10,4.41002776382e-05,-5.67,2.6,5.979e-10,0.0045
2.9,5.97866422576e-10,5.61589295869e-05,-5.67,2.6,5.979e-10,0.0045
3.0,5.97857323965e-10,7.13765429001e-05,-5.67,2.6,5.979e-10,0.0045
3.1,5.97845850189e-10,9.05666683391e-05,-5.67,2.6,5.979e-10,0.0045
3.2,5.97831389077e-10,0.000114753174444,-5.67,2.6,5.979e-10,0.0045
3.3,5.97813170098e-10,0.000145224790099,-5.67,2.6,5.979e-10,0.0045
3.4,5.977902234e-10,0.000183603612644,-5.67,2.6,5.979e-10,0.0045
3.5,5.97761328335e-10,0.00023193120087,-5.67,2.6,5.979e-10,0.0045
3.6,5.97724948805e-10,0.000292776710152,-5.67,2.6,5.979e-10,0.0045
3.7,5.97679152061e-10,0.000369372702793,-5.67,2.6,5.979e-10,0.0045
3.8,5.97621506788e-10,0.000465785602944,-5.67,2.6,5.979e-10,0.0045
3.9,5.97548955257e-10,0.000587129525004,-5.67,2.6,5.979e-10,0.0045
4.0,5.97457653097e-10,0.000739834258237,-5.67,2.6,5.979e-10,0.0045
4.1,5.9734276871e-10,0.000931980749289,-5.67,2.6,5.979e-10,0.0045
4.2,5.97198232534e-10,0.00117372046496,-5.67,2.6,5.979e-10,0.0045
4.3,5.97016424201e-10,0.00147779862686,-5.67,2.6,5.979e-10,0.0045
4.4,5.96787783139e-10,0.00186020548754,-5.67,2.6,5.979e-10,0.0045
4.5,5.96500325343e-10,0.00234098454089,-5.67,2.6,5.979e-10,0.0045
4.6,5.96139046041e-10,0.00294523157551,-5.67,2.6,5.979e-10,0.0045
4.7,5.95685184967e-10,0.00370432352066,-5.67,2.6,5.979e-10,0.0045
4.8,5.95115328449e-10,0.00465742022245,-5.67,2.6,5.979e-10,0.0045
4.9,5.94400321218e-10,0.00585328446563,-5.67,2.6,5.979e-10,0.0045
5.0,5.93503962019e-10,0.0073524635909,-5.67,2.6,5.979e-10,0.0045
5.1,5.92381462885e-10,0.0092298663907,-5.67,2.6,5.979e-10,0.0045
5.2,5.90977665144e-10,0.0115777468741,-5.67,2.6,5.979e-10,0.0045
5.3,5.89225030581e-10,0.0145090640893,-5.67,2.6,5.979e-10,0.0045
