pH,Ra(mol/kgw),m_Ra+2(mol/kgw),m_RaCl+(mol/kgw),m_RaCl2(mol/kgw),m_Ra(OH)+(mol/kgw),m_Ra(OH)2(mol/kgw),m_Ra(HCO3)+(mol/kgw),m_Ra(CO3)(mol/kgw),m_FhyOHRa+2(mol/kgw),fSorb,k1,totRa,sites
8.0,7.51345732345e-11,7.51291646212e-11,4.28054653916e-26,0.0,2.39933904919e-16,6.28317654585e-23,3.74941990334e-15,1.41925943933e-15,5.22765577725e-10,0.87433588688,6.1,5.979e-10,6.23e-06
8.1,7.44568368951e-11,7.44510283476e-11,4.09829743145e-26,0.0,2.99272784681e-16,9.86565706642e-23,3.73129034597e-15,1.77798425683e-15,5.23443317686e-10,0.875469414793,6.1,5.979e-10,6.23e-06
8.2,7.40831513949e-11,7.40768209347e-11,3.93143276493e-26,0.0,3.74785308493e-16,1.55528235085e-22,3.72266461614e-15,2.23301006083e-15,5.23817007378e-10,0.876094411449,6.1,5.979e-10,6.23e-06
8.3,7.39949547482e-11,7.39879489226e-11,3.77254865676e-26,0.0,4.71140983725e-16,2.46116533286e-22,3.7232712255e-15,2.81141313661e-15,5.23905209002e-10,0.876241922147,6.1,5.979e-10,6.23e-06
8.4,7.4187892162e-11,7.41800160157e-11,3.6158687397e-26,0.0,5.94494372821e-16,3.90926060368e-22,3.73320271818e-15,3.54844884487e-15,5.23712277617e-10,0.87591923037,6.1,5.979e-10,6.23e-06
8.5,7.46716602904e-11,7.46626640174e-11,3.45708468706e-26,0.0,7.53028184604e-16,6.23314274835e-22,3.75293150495e-15,4.49031276582e-15,5.23228516887e-10,0.875110118263,6.1,5.979e-10,6.23e-06
8.6,7.54704132615e-11,7.5459974263e-11,3.29331432931e-26,0.0,9.57726400858e-16,9.97875386164e-22,3.78332348025e-15,5.69794763435e-15,5.22429773077e-10,0.873774187554,6.1,5.979e-10,6.23e-06
8.7,7.66237322504e-11,7.66114307959e-11,3.12311272317e-26,0.0,1.22348617744e-15,1.60457788346e-21,3.82564797141e-15,7.25231875842e-15,5.212764655e-10,0.871845237915,6.1,5.979e-10,6.23e-06
8.8,7.81881507982e-11,7.81734367448e-11,2.94646568162e-26,0.0,1.57073118167e-15,2.59284152682e-21,3.88157844929e-15,9.26174125093e-15,5.19712061224e-10,0.869228715842,6.1,5.979e-10,6.23e-06
8.9,8.0239207553e-11,8.02213545637e-11,2.76469788038e-26,0.0,2.02776918038e-15,4.21296544282e-21,3.95317342396e-15,1.18720424614e-14,5.17661022362e-10,0.865798281397,6.1,5.979e-10,6.23e-06
9.0,8.28739573366e-11,8.28519996877e-11,2.58024720807e-26,0.0,2.63425450207e-15,6.8881483095e-21,4.04282066126e-15,1.52805668564e-14,5.15026295049e-10,0.861391608402,6.1,5.979e-10,6.23e-06
9.1,8.62137983867e-11,8.61864437402e-11,2.3962960938e-26,0.0,3.44628637695e-15,1.13409294271e-20,4.15312019325e-15,1.97552285663e-14,5.11686482249e-10,0.855805655818,6.1,5.979e-10,6.23e-06
9.2,9.04073533753e-11,9.03728628933e-11,2.21629975814e-26,0.0,4.54391504294e-15,1.88171582633e-20,4.28667315957e-15,2.56598749473e-14,5.07492962804e-10,0.84879184918,6.1,5.979e-10,6.23e-06
9.3,9.56329578499e-11,9.55889830031e-11,2.0434917604e-26,0.0,6.04215740413e-15,3.14856865543e-20,4.44573625562e-15,3.34869215739e-14,5.02267403073e-10,0.840051918632,6.1,5.979e-10,6.23e-06
9.4,1.02100048339e-10,1.02043412351e-10,1.88046048705e-26,0.0,8.10705577151e-15,5.31555848327e-20,4.63169966682e-15,4.38971792794e-14,4.9580036893e-10,0.829235577289,6.1,5.979e-10,6.23e-06
9.5,1.10048401924e-10,1.09974814167e-10,1.72887046607e-26,0.0,1.09788412685e-14,9.05671152791e-20,4.84435715067e-15,5.77644675196e-14,4.87852086323e-10,0.815941793069,6.1,5.979e-10,6.23e-06
9.6,1.19743787671e-10,1.19647483347e-10,1.58936031911e-26,0.0,1.50048421958e-14,1.55716118471e-19,5.08097089889e-15,7.62183549564e-14,4.78156790008e-10,0.799726061765,6.1,5.979e-10,6.23e-06
9.7,1.31468232285e-10,1.31341539754e-10,1.46160480774e-26,0.0,2.06852901459e-14,2.70027207183e-19,5.33520233655e-15,1.00671768424e-13,4.66432458099e-10,0.780116687933,6.1,5.979e-10,6.23e-06
9.8,1.45502950467e-10,1.45335806759e-10,1.34449872163e-26,0.0,2.87354017075e-14,4.71800159857e-19,5.59608840875e-15,1.32811745653e-13,4.52397881982e-10,0.756643334226,6.1,5.979e-10,6.23e-06
9.9,1.62102325953e-10,1.61881787345e-10,1.23641111163e-26,0.0,4.01667137941e-14,8.29369684907e-19,5.84737776712e-15,1.74523687252e-13,4.35798685597e-10,0.72888053863,6.1,5.979e-10,6.23e-06
10.0,1.81458512364e-10,1.81168336674e-10,1.1354647149e-26,0.0,5.63892280344e-14,1.4640625422e-18,6.06765557519e-15,2.27717342261e-13,4.16442725025e-10,0.696506920282,6.1,5.979e-10,6.23e-06
2.0,5.97871620369e-10,5.94411962068e-10,3.42882609172e-12,3.08314159308e-14,1.39548171992e-21,3.29724225519e-34,7.91794648284e-19,2.70531297297e-25,2.83785560698e-14,4.74655139192e-05,6.0,5.979e-10,6.23e-06
2.1,5.97862686492e-10,5.95027400404e-10,2.81496192943e-12,2.03231268586e-14,1.81560194627e-21,5.45866894213e-34,1.03016050703e-18,4.47830507435e-25,3.73124443805e-14,6.24076063996e-05,6.0,5.979e-10,6.23e-06
2.2,5.9785113582e-10,5.95533694378e-10,2.30409585934e-12,1.33442434146e-14,2.35501053431e-21,9.00074746334e-34,1.33620136929e-18,7.38367052164e-25,4.88638722937e-14,8.17263427223e-05,6.0,5.979e-10,6.23e-06
2.3,5.97836245998e-10,5.9594677891e-10,1.88073496597e-12,8.73039061425e-15,3.04604211717e-21,1.47859858232e-33,1.728257506e-18,1.21287340873e-24,6.3754879436e-14,0.000106629874955,6.0,5.979e-10,6.23e-06
2.4,5.97817102968e-10,5.96280135587e-10,1.53127213834e-12,5.69300846332e-15,3.92956017275e-21,2.42061073629e-33,2.22950439574e-18,1.9854759371e-24,8.28992774167e-14,0.000138646985144,6.0,5.979e-10,6.23e-06
2.5,5.97792550863e-10,5.96544983387e-10,1.24386333025e-12,3.70127122424e-15,5.0571802302e-21,3.95023055766e-33,2.86921169918e-18,3.23994921938e-24,1.07452751977e-13,0.000179710882775,6.0,5.979e-10,6.23e-06
2.6,5.97761128927e-10,5.96750437893e-10,1.00828744554e-12,2.39989754536e-15,6.49406832505e-21,6.42773094111e-33,3.68432715169e-18,5.27168949746e-24,1.38875940311e-13,0.000232264715348,6.0,5.979e-10,6.23e-06
2.7,5.97720992126e-10,5.96903640013e-10,8.15795003329e-13,1.55237964331e-15,8.32246208418e-21,1.04313257472e-32,4.72146812406e-18,8.55474403775e-24,1.79013803176e-13,0.000299394337596,6.0,5.979e-10,6.23e-06
2.8,5.97669803404e-10,5.97009843085e-10,6.58952202229e-13,1.0020667248e-15,1.06460988148e-20,1.68876725405e-32,6.03942407679e-18,1.38487435629e-23,2.30195440792e-13,0.000385008523827,6.0,5.979e-10,6.23e-06
2.9,5.97604639299e-10,5.97072499452e-10,5.31486439199e-13,6.45682593222e-16,1.35957820387e-20,2.72799198233e-32,7.71229902627e-18,2.23693299008e-23,2.95359553621e-13,0.000493996823303,6.0,5.979e-10,6.23e-06
3.0,5.97521786898e-10,5.97093223643e-10,4.28137974724e-13,4.15429464679e-16,1.73363723583e-20,4.39790909355e-32,9.8334527404e-18,3.60595303483e-23,3.78211965244e-13,0.000632569161327,6.0,5.979e-10,6.23e-06
3.1,5.97416575599e-10,5.97071774668e-10,3.44521415318e-13,2.66972965294e-16,2.20755630855e-20,7.07715031655e-32,1.25204396426e-17,5.80214914668e-23,4.83423277912e-13,0.000808537214908,6.0,5.979e-10,6.23e-06
3.2,5.97283122345e-10,5.97005935894e-10,2.76999077516e-13,1.71424053865e-16,2.8074883195e-20,1.13697530458e-31,1.5921187773e-17,9.32027189473e-23,6.16876548737e-13,0.00103174051642,6.0,5.979e-10,6.23e-06
3.3,5.97114021696e-10,5.96891324016e-10,2.22567404824e-13,1.10017965244e-16,3.56634770275e-20,1.82384467721e-31,2.02217157014e-17,1.49485863602e-22,7.85977219081e-13,0.00131456481679,6.0,5.979e-10,6.23e-06
3.4,5.96899958696e-10,5.96721105711e-10,1.78756682754e-13,7.0600869174e-17,4.52553350818e-20,2.92162884765e-31,2.56557481328e-17,2.39417695828e-22,1.00004024577e-12,0.00167258957028,6.0,5.979e-10,6.23e-06
3.5,5.96629226399e-10,5.96485604824e-10,1.43543679906e-13,4.5320799916e-17,5.73707990564e-20,4.67424220803e-31,3.25166627519e-17,3.82949296043e-22,1.27077257568e-12,0.00212539488307,6.0,5.979e-10,6.23e-06
3.6,5.96287126282e-10,5.96171779498e-10,1.1527642222e-13,2.91163977658e-17,7.26633367703e-20,7.46942791031e-31,4.11722788708e-17,6.11773788531e-22,1.61287273461e-12,0.00269756433776,6.0,5.979e-10,6.23e-06
3.7,5.95855233274e-10,5.9576255231e-10,9.26100565369e-14,1.87315294453e-17,9.19527778942e-20,1.19230303184e-30,5.20830781837e-17,9.76183747262e-22,2.04477329284e-12,0.0034199142437,6.0,5.979e-10,6.23e-06
3.8,5.95310450313e-10,5.95235919667e-10,7.44526289906e-14,1.20749651858e-17,1.16266402405e-19,1.90122834625e-30,6.58245134695e-17,1.55589464605e-21,2.5895558536e-12,0.00433107490743,6.0,5.979e-10,6.23e-06
3.9,5.94623933381e-10,5.9456392271e-10,5.99196021405e-14,7.80554388557e-18,1.46889504785e-19,3.02863447147e-30,8.31141168371e-17,2.47709609079e-21,3.27607239281e-12,0.0054792885421,6.0,5.979e-10,6.23e-06
4.0,5.93759697025e-10,5.93711291002e-10,4.82959256988e-14,5.06414220805e-18,1.85427198147e-19,4.81983060983e-30,1.04844082719e-16,3.93925249351e-21,4.14030837801e-12,0.00692474155367,6.0,5.979e-10,6.23e-06
4.1,5.92672981424e-10,5.92633841163e-10,3.90046001236e-14,3.30091314191e-18,2.33879357183e-19,7.66277758247e-30,1.32119898457e-16,6.25710998707e-21,5.22702364482e-12,0.00874229566106,6.0,5.979e-10,6.23e-06
4.2,5.91308303509e-10,5.91276553993e-10,3.15807424795e-14,2.1641651816e-18,2.94730513251e-19,1.2170150077e-29,1.66305274806e-16,9.92630987387e-21,6.59170127527e-12,0.011024747434,6.0,5.979e-10,6.23e-06
4.3,5.89597183531e-10,5.89571322358e-10,2.56502837919e-14,1.42902102896e-18,3.71056165632e-19,1.9307834861e-29,2.09073021613e-16,1.5725435628e-20,8.30282103101e-12,0.0138866306557,6.0,5.979e-10,6.23e-06
4.4,5.87455558274e-10,5.87434381834e-10,2.09125361279e-14,9.5168839362e-19,4.66646130892e-19,3.05954399813e-29,2.62460430645e-16,2.48738765202e-20,1.04444461407e-11,0.0174685427762,6.0,5.979e-10,6.23e-06
4.5,5.84780941219e-10,5.84763485054e-10,1.71259735718e-14,6.40187635654e-19,5.86143952381e-19,4.84178298609e-29,3.2892594103e-16,3.92744065513e-20,1.31190631381e-11,0.0219418945988,6.0,5.979e-10,6.23e-06
4.6,5.81449470345e-10,5.81434961042e-10,1.40966693656e-14,4.35634825258e-19,7.35198669715e-19,7.65066152311e-29,4.11401077323e-16,6.18828165387e-20,1.64505340609e-11,0.0275138478919,6.0,5.979e-10,6.23e-06
4.7,5.7731310784e-10,5.77300924274e-10,1.16689201734e-14,3.00284663801e-19,9.20620967419e-19,1.20679510071e-28,5.13327534333e-16,9.7265209427e-20,2.05868967408e-11,0.0344319989297,6.0,5.979e-10,6.23e-06
4.8,5.72197434774e-10,5.72187076931e-10,9.71766727981e-15,2.09896917121e-19,1.15052944768e-18,1.89966703741e-28,6.38663553129e-16,1.52427071462e-19,2.57025701299e-11,0.042988066944,6.0,5.979e-10,6.23e-06
4.9,5.65900725112e-10,5.65891789061e-10,8.1423937829e-15,1.48865183673e-19,1.43446425319e-18,2.98310399676e-28,7.91836342401e-16,2.38025928142e-19,3.19992802919e-11,0.0535194428627,6.0,5.979e-10,6.23e-06
5.0,5.58195280527e-10,5.5818743842e-10,6.86223698868e-15,1.07109130482e-19,1.78343479547e-18,4.67099648116e-28,9.77608792303e-16,3.70107200965e-19,3.97047255889e-11,0.0664069568043,6.0,5.979e-10,6.23e-06
5.1,5.48832323795e-10,5.48825308008e-10,5.81210660246e-15,7.80919388014e-20,2.20985736189e-18,7.28899324356e-28,1.20082080372e-15,5.7252124501e-19,4.90676832837e-11,0.0820666937692,6.0,5.979e-10,6.23e-06
5.2,5.37551995872e-10,5.37545586603e-10,4.9396417613e-15,5.75555578219e-20,2.72733030109e-18,1.1328485036e-27,1.46596181218e-15,8.80170537153e-19,6.03480124722e-11,0.100933273337,6.0,5.979e-10,6.23e-06
5.3,5.24100018309e-10,5.24094034163e-10,4.20287238121e-15,4.27138968489e-20,3.35019556088e-18,1.75233488234e-27,1.77653767262e-15,1.34317134823e-18,7.37999916578e-11,0.12343198142,6.0,5.979e-10,6.23e-06
5.4,5.08252128409e-10,5.08246419561e-10,3.56847069583e-15,3.17381721347e-20,4.092854828e-18,2.69569233138e-27,2.13422057754e-15,2.03185783554e-18,8.96478836051e-11,0.149937901976,6.0,5.979e-10,6.23e-06
5.5,4.8984619421e-10,4.89840637866e-10,3.01048490918e-15,2.34284538077e-20,4.96885699875e-18,4.12082066636e-27,2.53782402714e-15,3.04227689759e-18,1.08053820347e-10,0.180722204032,6.0,5.979e-10,6.23e-06
5.6,4.68819791454e-10,4.68814289279e-10,2.50943768585e-15,1.70033641231e-20,5.98985816589e-18,6.25482410695e-27,2.98222981617e-15,4.50142144851e-18,1.29080226215e-10,0.215889293436,6.0,5.979e-10,6.23e-06
5.7,4.45248122567e-10,4.45242599668e-10,2.05165133428e-15,1.196384398e-20,7.16467030184e-18,9.42011158321e-27,3.45750002886e-15,6.57100842614e-18,1.52651898858e-10,0.255313392597,6.0,5.979e-10,6.23e-06
5.8000000002,4.19374205731e-10,4.19368610635e-10,1.62864022578e-15,8.00219072961e-21,8.49873286804e-18,1.4069120244e-26,3.94850000404e-15,9.44832645863e-18,1.78525820219e-10,0.298588048619,6.0,5.979e-10,6.23e-06
5.9,3.91621629587e-10,3.91615934436e-10,1.23640857196e-15,4.93771230588e-21,9.99441077157e-18,2.08312896526e-26,4.43537975658e-15,1.336287017e-17,2.06278401511e-10,0.345004800824,6.0,5.979e-10,6.23e-06
6.0,3.62581451604e-10,3.62575651702e-10,8.74529477124e-16,2.66765965409e-21,1.16524819977e-17,3.05786562486e-26,4.89514820851e-15,1.85684549966e-17,2.35318585467e-10,0.393575093488,6.0,5.979e-10,6.23e-06
6.1,3.32969886738e-10,3.32963998659e-10,5.44969184909e-16,1.12785272966e-21,1.34749960415e-17,4.45210907294e-26,5.30430178142e-15,2.53323414954e-17,2.64930157038e-10,0.443101042418,6.0,5.979e-10,6.23e-06
6.2,3.03561354614e-10,3.03555412383e-10,2.50742118522e-16,2.61850280444e-22,1.54693962969e-17,6.43495023162e-26,5.64209454413e-15,3.39251782464e-17,2.94338696523e-10,0.492287414928,6.0,5.979e-10,6.23e-06
6.3,2.75114306736e-10,2.75108350817e-10,8.71593295549e-23,3.49060807979e-35,1.76533925008e-17,9.24548466092e-26,5.89364924443e-15,4.46165242978e-17,3.22785752094e-10,0.539865685339,6.0,5.979e-10,6.23e-06
6.4,2.48482349437e-10,2.48476221718e-10,1.72944009537e-24,1.52245706226e-38,2.00561064716e-17,1.32198722748e-25,6.05001982803e-15,5.76431064754e-17,3.49417717696e-10,0.584408179567,6.0,5.979e-10,6.23e-06
6.5,2.2394507307e-10,2.23938860673e-10,7.79594667921e-25,3.43438680825e-39,2.27383046261e-17,1.88637333185e-25,6.11631418026e-15,7.33447968865e-17,3.73955002497e-10,0.625447277019,6.0,5.979e-10,6.23e-06
6.6,2.01829689406e-10,2.01823469003e-10,4.67537324653e-25,1.37121415287e-39,2.57807253099e-17,2.69192512183e-25,6.10251568843e-15,9.21057440133e-17,3.96070394514e-10,0.662435709307,6.0,5.979e-10,6.23e-06
6.7,1.82289826923e-10,1.82283659091e-10,3.17301534872e-25,6.99561747565e-40,2.92950056137e-17,3.85007224829e-25,6.02409659323e-15,1.1443982998e-16,4.15610265071e-10,0.695116529649,6.0,5.979e-10,6.23e-06
6.8,1.65327952063e-10,1.65321878452e-10,2.3179628609e-25,4.11792912828e-40,3.34291981478e-17,5.52990716217e-25,5.89912648411e-15,1.41055356125e-16,4.3257214754e-10,0.723485612874,6.0,5.979e-10,6.23e-06
6.9,1.50830062278e-10,1.50824105438e-10,1.78345979166e-25,2.67301341509e-40,3.83745131709e-17,7.99024785389e-25,5.74554024644e-15,1.72925183602e-16,4.47070044424e-10,0.747733630578,6.0,5.979e-10,6.23e-06
7.0,1.38603329047e-10,1.38597494204e-10,1.42873021082e-25,1.86733511115e-40,4.4374103228e-17,1.16300340371e-24,5.57910756353e-15,2.1136162624e-16,4.59296783947e-10,0.768183092411,6.0,5.979e-10,6.23e-06
7.1,1.28410703982e-10,1.2840498184e-10,1.18330944853e-25,1.38295464306e-40,5.17347239444e-17,1.70677213626e-24,5.41230819132e-15,2.58098776363e-16,4.69489414699e-10,0.785230466663,6.0,5.979e-10,6.23e-06
7.2,1.1999884076e-10,1.19993210491e-10,1.00819058579e-25,1.07454135168e-40,6.0842191786e-17,2.5266643867e-24,5.25403818534e-15,3.15388576825e-16,4.77901282951e-10,0.799299480247,6.0,5.979e-10,6.23e-06
7.3000000002,1.1311833511e-10,1.131127669e-10,8.80166419146e-26,0.0,7.21817018385e-17,3.7733369854e-24,5.10990832181e-15,3.86119394667e-16,4.84781793028e-10,0.810807266918,6.0,5.979e-10,6.23e-06
7.4,1.07536859829e-10,1.07531316635e-10,7.8465861072e-26,0.0,8.63643347757e-17,5.68321687103e-24,4.98286204969e-15,4.73967649327e-16,4.90363272228e-10,0.820142398681,6.0,5.979e-10,6.23e-06
7.5,1.03046554467e-10,1.03040992822e-10,7.12107277933e-26,0.0,1.04161500663e-16,8.62845283511e-24,4.87388912832e-15,5.83594770699e-16,4.94853581088e-10,0.827652526397,6.0,5.979e-10,6.23e-06
7.6,9.94672238832e-11,9.94615937386e-11,6.56016214307e-26,0.0,1.26549678281e-16,1.31964228328e-23,4.78269075229e-15,7.2090415326e-16,4.98432914868e-10,0.833639030133,6.0,5.979e-10,6.23e-06
7.7,9.66467586177e-11,9.66410022463e-11,6.11832408539e-26,0.0,1.54768685657e-16,2.03165649447e-23,4.70822611035e-15,8.93376558764e-16,5.01253383142e-10,0.838356316077,6.0,5.979e-10,6.23e-06
7.8,9.44599102107e-11,9.44539601814e-11,5.7627399054e-26,0.0,1.9039796173e-16,3.14632051957e-23,4.64912308245e-15,1.1105082053e-15,5.03440234497e-10,0.842013864842,6.0,5.979e-10,6.23e-06
7.9,9.28062538427e-11,9.28000300354e-11,5.46912468627e-26,0.0,2.35457125815e-16,4.89808557988e-23,4.6039657698e-15,1.3843843514e-15,5.05093893887e-10,0.844779638999,6.0,5.979e-10,6.23e-06
8.0,9.16079096337e-11,9.16013151762e-11,5.21906129175e-26,0.0,2.92539668518e-16,7.66076964129e-23,4.5714841781e-15,1.73043356203e-15,5.06292241338e-10,0.84678389424,6.0,5.979e-10,6.23e-06
8.1,9.0807392085e-11,9.08003079936e-11,4.99827455267e-26,0.0,3.64992414791e-16,1.20321330996e-22,4.55067328723e-15,2.16842557734e-15,5.07092762511e-10,0.848122776242,6.0,5.979e-10,6.23e-06
8.2,9.0365813614e-11,9.03580917884e-11,4.79551853032e-26,0.0,4.57158992305e-16,1.89711627615e-22,4.54086528357e-15,2.72380105632e-15,5.07534345175e-10,0.848861325282,6.0,5.979e-10,6.23e-06
8.3,9.02615727809e-11,9.02530268358e-11,4.60188362975e-26,0.0,5.74713853482e-16,3.00221346601e-22,4.54177330537e-15,3.42945767303e-15,5.0763859099e-10,0.849035670211,6.0,5.979e-10,6.23e-06
8.4,9.048959816e-11,9.04799913458e-11,4.41040295848e-26,0.0,7.25125820073e-16,4.76826344763e-22,4.55351941562e-15,4.32816856033e-15,5.07410571644e-10,0.848654293092,6.0,5.979e-10,6.23e-06
8.5,9.10611829694e-11,9.10502121238e-11,4.21587258918e-26,0.0,9.18308714125e-16,7.60124174979e-22,4.57665431111e-15,5.4758817621e-15,5.06838994238e-10,0.847698305788,6.0,5.979e-10,6.23e-06
8.6,9.20044230953e-11,9.1991697128e-11,4.01481125802e-26,0.0,1.16754447174e-15,1.21648926481e-21,4.61217148063e-15,6.94625019354e-15,5.0589576328e-10,0.846120717352,6.0,5.979e-10,6.23e-06
8.7,9.33652526292e-11,9.335026343e-11,3.80548134909e-26,0.0,1.49080567006e-15,1.95516209339e-21,4.66151376633e-15,8.83687778655e-15,5.04534945166e-10,0.843844702075,6.0,5.979e-10,6.23e-06
8.8,9.52090472795e-11,9.51911301019e-11,3.58788587808e-26,0.0,1.91266599635e-15,3.15728105365e-21,4.72656503004e-15,1.1277943417e-14,5.02691164795e-10,0.840760917746,6.0,5.979e-10,6.23e-06
8.9,9.76227268622e-11,9.76010060911e-11,3.36365877037e-26,0.0,2.46707763302e-15,5.12568830214e-21,4.80961333199e-15,1.44440750069e-14,5.00277503116e-10,0.836723989192,6.0,5.979e-10,6.23e-06
9.0,1.0071722138e-10,1.00690536117e-10,3.13578960976e-26,0.0,3.20142538103e-15,8.37120814043e-21,4.91326430258e-15,1.85705648673e-14,4.97183031079e-10,0.831548383709,6.0,5.979e-10,6.23e-06
9.1,1.04630056444e-10,1.04596858531e-10,2.90817203971e-26,0.0,4.18245269697e-15,1.37634820442e-20,5.04027430135e-15,2.39751718724e-14,4.9327022428e-10,0.825004086898,6.0,5.979e-10,6.23e-06
9.2,1.09527646863e-10,1.09485861974e-10,2.68502558963e-26,0.0,5.50490969398e-15,2.27968074948e-20,5.19326357959e-15,3.10866932249e-14,4.8837266942e-10,0.816812766577,6.0,5.979e-10,6.23e-06
9.3,1.1560664823e-10,1.15553488894e-10,2.47029054155e-26,0.0,7.30410909277e-15,3.80617175505e-20,5.37426290809e-15,4.04809258662e-14,4.82293712814e-10,0.806645512243,6.0,5.979e-10,6.23e-06
9.4,1.23093401554e-10,1.2302512033e-10,2.2671118984e-26,0.0,9.77399203693e-15,6.40851963301e-20,5.58404884107e-15,5.29231188818e-14,4.74807015858e-10,0.794123763917,6.0,5.979e-10,6.23e-06
9.5,1.32240138083e-10,1.32151711039e-10,2.07750426662e-26,0.0,1.31927719314e-14,1.08830364005e-19,5.82124261241e-15,6.94129206436e-14,4.65660350333e-10,0.778825659671,6.0,5.979e-10,6.23e-06
9.6,1.43316262708e-10,1.43201000149e-10,1.9022376024e-26,0.0,1.79586592552e-14,1.86370017403e-19,6.08119853742e-15,9.12225155558e-14,4.54584315168e-10,0.760300614303,6.0,5.979e-10,6.23e-06
9.7,1.56592857799e-10,1.56441953321e-10,1.74092876999e-26,0.0,2.46384134359e-14,3.21631550575e-19,6.35480184198e-15,1.19910941812e-13,4.41307832817e-10,0.738095236997,6.0,5.979e-10,6.23e-06
9.8,1.72318799159e-10,1.72120851267e-10,1.5922863327e-26,0.0,3.4031267704e-14,5.58751801874e-19,6.627434099e-15,1.57288631673e-13,4.25582033561e-10,0.711793277874,6.0,5.979e-10,6.23e-06
9.9,1.90687888471e-10,1.90428459494e-10,1.45444291292e-26,0.0,4.72498201964e-14,9.75622963403e-19,6.87852003441e-15,2.05299661246e-13,4.07213123393e-10,0.681070599646,6.0,5.979e-10,6.23e-06
10.0,2.11798486985e-10,2.11459793749e-10,1.32531487291e-26,0.0,6.58175408531e-14,1.708854673e-18,7.08217116197e-15,2.65791815078e-13,3.86102750762e-10,0.645762691111,6.0,5.979e-10,6.23e-06
2.0,5.97877456817e-10,5.94417764743e-10,3.42885956406e-12,3.08317169083e-14,1.39549534267e-21,3.297274443e-34,7.91802377816e-19,2.70533938234e-25,2.25421084229e-14,3.77039356446e-05,5.9,5.979e-10,6.23e-06
2.1,5.97870360228e-10,5.95035037748e-10,2.81499806025e-12,2.03233877116e-14,1.81562525003e-21,5.45873900568e-34,1.03017372964e-18,4.47836255554e-25,2.96387085307e-14,4.95731262806e-05,5.9,5.979e-10,6.23e-06
2.2,5.97861185086e-10,5.95543704691e-10,2.30413458883e-12,1.33444677178e-14,2.35505011962e-21,9.00089875669e-34,1.33622382947e-18,7.38379463359e-25,3.88146059063e-14,6.49187387691e-05,5.9,5.979e-10,6.23e-06
2.3,5.97849357466e-10,5.95959848939e-10,1.88077621339e-12,8.73058208517e-15,3.04610892155e-21,1.47863101026e-33,1.72829540934e-18,1.21290000891e-24,5.06434116075e-14,8.47006763137e-05,5.9,5.979e-10,6.23e-06
2.4,5.9783415113e-10,5.9629713992e-10,1.53131580618e-12,5.6931708129e-15,3.92967223341e-21,2.42067976571e-33,2.22956797531e-18,1.98553255762e-24,6.58511147166e-14,0.000110133583588,5.9,5.979e-10,6.23e-06
2.5,5.97814647705e-10,5.96567034114e-10,1.2439093085e-12,3.70140803831e-15,5.05736716413e-21,3.95037657423e-33,2.8693177569e-18,3.24006898107e-24,8.53559100814e-14,0.000142753461713,5.9,5.979e-10,6.23e-06
2.6,5.97789686516e-10,5.96778947197e-10,1.00833561572e-12,2.4000121987e-15,6.49437857428e-21,6.42803802111e-33,3.68450316765e-18,5.27194134845e-24,1.10318351143e-13,0.00018450156194,5.9,5.979e-10,6.23e-06
2.7,5.97757801453e-10,5.96940399006e-10,8.15845242274e-13,1.55247524323e-15,8.3229746046e-21,1.04319681374e-32,4.72175888523e-18,8.55527086273e-24,1.42204475917e-13,0.000237829982957,5.9,5.979e-10,6.23e-06
2.8,5.97717133625e-10,5.97057121043e-10,6.59004385495e-13,1.00214607977e-15,1.06469418926e-20,1.68890098964e-32,6.03990234633e-18,1.38498402621e-23,1.82865219693e-13,0.000305847759318,5.9,5.979e-10,6.23e-06
2.9,5.97665362579e-10,5.9713316866e-10,5.31540444155e-13,6.4574820181e-16,1.35971635213e-20,2.72826917664e-32,7.71308268159e-18,2.23716028734e-23,2.34636274355e-13,0.000392435894609,5.9,5.979e-10,6.23e-06
3.0,5.97599535327e-10,5.97170916308e-10,4.28193683272e-13,4.15483519648e-16,1.73386281348e-20,4.39848134127e-32,9.83473225096e-18,3.60642223471e-23,3.00463537122e-13,0.000502533322352,5.9,5.979e-10,6.23e-06
3.1,5.97515938245e-10,5.97171079967e-10,3.44578716342e-13,2.6701736844e-16,2.20792347047e-20,7.07832739186e-32,1.25225220491e-17,5.80311416338e-23,3.84060631634e-13,0.000642351153291,5.9,5.979e-10,6.23e-06
3.2,5.97409892424e-10,5.97132647142e-10,2.77057869105e-13,1.71460437745e-16,2.8080841935e-20,1.13721662134e-31,1.5924566952e-17,9.32225006788e-23,4.90106470305e-13,0.000819714962366,5.9,5.979e-10,6.23e-06
3.3,5.97275506159e-10,5.97052748252e-10,2.22627596369e-13,1.10047718741e-16,3.56731219137e-20,1.82433792058e-31,2.0227184496e-17,1.49526290807e-22,6.24492756273e-13,0.00104447874437,5.9,5.979e-10,6.23e-06
3.4,5.97105365355e-10,5.96926450823e-10,1.78818197017e-13,7.06251645821e-17,4.52709084553e-20,2.92263424548e-31,2.56645768499e-17,2.39500084812e-22,7.94633586387e-13,0.00132904272402,5.9,5.979e-10,6.23e-06
3.5,5.96890146956e-10,5.96746462572e-10,1.43606455174e-13,4.53406198787e-17,5.73958887068e-20,4.67628636812e-31,3.25308830767e-17,3.83116769045e-22,1.00985201891e-12,0.00168899990578,5.9,5.979e-10,6.23e-06
